time,vehicle_id,location_x,location_y,location_z,velocity_x,velocity_y,velocity_z,acceleration_x,acceleration_y,acceleration_z,angular_velocity_x,angular_velocity_y,angular_velocity_z,rotation_roll,rotation_pitch,rotation_yaw,control_brake,control_throttle,control_steer
6,252,-1073.92431640625,4.499293804168701,0.01629207655787468,-0.019245695322752,-0.14052557945251465,0.22492793202400208,0.2671940326690674,-1.8247865438461304,0.32945573329925537,1.736417293548584,-0.4639756381511688,0.6594582796096802,-0.3568420112133026,1.024726390838623,0.00886379461735487,0.0,1.0,0.0
7,253,-1071.9052734375,4.495874404907227,-0.12012260407209396,4.638613972929306e-05,0.0018983515910804272,0.23832391202449799,-0.01913454569876194,0.8613694310188293,-0.4071533679962158,0.08936706930398941,0.029899274930357933,-0.009810284711420536,-0.1578063815832138,-0.20807486772537231,0.0002438840747345239,0.0,0.949999988079071,-0.0012423244770616293
7,252,-1073.924072265625,4.502784252166748,0.036784667521715164,-0.004710396286100149,-0.1228497251868248,0.207405224442482,0.16669133305549622,-1.5933215618133545,-0.4315599799156189,1.460504174232483,-0.20110252499580383,0.668418824672699,-0.5736998319625854,1.048659324645996,0.03214467316865921,0.0,1.0,0.0
8,253,-1071.9044189453125,4.495774269104004,-0.09947212040424347,-0.0012148349778726697,0.011335247196257114,0.17957639694213867,-0.008456327021121979,0.72611403465271,-0.6349995732307434,-0.2307458370923996,-0.5120721459388733,-0.010797081515192986,-0.1392822414636612,-0.1772160828113556,0.00012276673805899918,0.0,0.949999988079071,0.0012366356095299125
8,252,-1073.923583984375,4.5069580078125,0.054070014506578445,0.005537086166441441,-0.08733836561441422,0.16038553416728973,0.07229265570640564,1.9335709810256958,-0.5432844161987305,3.154695987701416,0.039771441370248795,0.04944394901394844,-0.7909240126609802,1.0546084642410278,0.05728372558951378,0.0,1.0,0.0
9,253,-1071.90234375,4.495725631713867,-0.0901208445429802,0.06253544241189957,0.013075411319732666,0.14353103935718536,2.7145638465881348,0.6565501689910889,-0.5422621965408325,-0.293862521648407,-0.6814953684806824,-0.01690383069217205,-0.11892697960138321,-0.14062675833702087,0.0007549760630354285,0.0,0.949999988079071,0.001322591328062117
9,252,-1073.92138671875,4.509618282318115,0.06325744837522507,0.1032421886920929,-0.09027028828859329,0.1141759529709816,3.111863851547241,-1.4169268608093262,-0.7576286792755127,0.9172274470329285,0.042908381670713425,0.5774689316749573,-0.9175413250923157,1.0496429204940796,0.08101444691419601,0.0,1.0,0.0
10,253,-1071.8828125,4.49567174911499,-0.08065688610076904,0.34818965196609497,0.011276314966380596,0.10412290692329407,3.6266417503356934,0.17734654247760773,-0.4517972469329834,-0.3429666757583618,-0.8083885312080383,0.031222013756632805,-0.089569091796875,-0.07906626909971237,0.0029605235904455185,0.0,0.949999988079071,0.0011734726140275598
10,252,-1073.9002685546875,4.512531757354736,0.07014980167150497,0.3942215144634247,-0.0693385899066925,0.0686304047703743,3.6343307495117188,-0.1583874225616455,-0.3940410912036896,1.3714704513549805,0.021173492074012756,0.29785147309303284,-1.0538939237594604,1.0483179092407227,0.09985796362161636,0.0,1.0,0.0
11,253,-1071.840087890625,4.495670795440674,-0.07402114570140839,0.6333785653114319,0.009716436266899109,0.07221727818250656,3.508460521697998,-0.01413058489561081,-0.3550820052623749,-0.3120284974575043,-0.7724198698997498,0.05681583285331726,-0.0627136081457138,-0.015285962261259556,0.007077439688146114,0.0,0.949999988079071,0.0011734726140275598
11,252,-1073.856201171875,4.514895439147949,0.07425682246685028,0.6793403625488281,-0.05516190081834793,0.046818140894174576,3.502601385116577,0.1538533717393875,-0.19984766840934753,1.2492644786834717,0.0835457593202591,0.20411524176597595,-1.16387939453125,1.0439807176589966,0.11581911146640778,0.0,1.0,0.0
12,253,-1071.7752685546875,4.4957098960876465,-0.06955139338970184,0.9082803130149841,0.008230230771005154,0.04831632599234581,3.3845841884613037,-0.018347054719924927,-0.25780871510505676,-0.24849490821361542,-0.6594305038452148,0.06535755842924118,-0.04052734375,0.0418144166469574,0.011991930194199085,0.0,0.949999988079071,0.0009692288585938513
12,252,-1073.789794921875,4.516783237457275,0.07654330879449844,0.9532815217971802,-0.0434810109436512,0.03491771221160889,3.3682703971862793,0.14014914631843567,-0.11727884411811829,1.0002721548080444,0.13801594078540802,0.154121533036232,-1.2524720430374146,1.0349239110946655,0.12826596200466156,0.0,1.0,0.0
13,253,-1071.6644287109375,4.495793342590332,-0.06609054654836655,1.2399699687957764,0.006280043628066778,0.0280340313911438,3.266572952270508,-0.01667332835495472,-0.16260147094726562,-0.17008176445960999,-0.4878545105457306,0.07308848947286606,-0.02005005069077015,0.09838204085826874,0.01895824819803238,0.0,0.949999988079071,0.0007622615084983408
13,252,-1073.6898193359375,4.518386363983154,0.07780460268259048,1.25032639503479,-0.03155020251870155,0.026710718870162964,3.251183032989502,0.12671314179897308,-0.0754237174987793,0.7495704293251038,0.16662579774856567,0.10138188302516937,-1.3297728300094604,1.0209834575653076,0.13806721568107605,0.0,1.0,0.0
14,253,-1071.611083984375,4.495835304260254,-0.06517142802476883,1.3696508407592773,0.0054887221194803715,0.022302286699414253,3.2277822494506836,-0.01999526284635067,-0.13299696147441864,-0.1431885063648224,-0.4206621050834656,0.07442691922187805,-0.013916014693677425,0.11620200425386429,0.02195231430232525,0.0,0.949999988079071,0.0005569684435613453
14,252,-1073.609130859375,4.519183158874512,0.07820434123277664,1.4059834480285645,-0.024560309946537018,0.02927934192121029,0.20505189895629883,0.09746365249156952,0.4596015512943268,0.6080111265182495,0.22526197135448456,0.0741361528635025,-1.3695069551467896,1.0103079080581665,0.14234678447246552,0.0,1.0,0.0
15,253,-1071.5128173828125,4.495923042297363,-0.06412414461374283,1.3943456411361694,0.004340190440416336,0.01155273150652647,-0.016939640045166016,-0.0166148878633976,-0.1266665756702423,-0.09727367758750916,-0.22698259353637695,0.022444654256105423,-0.005767822265625,0.1377580761909485,0.024974698200821877,0.0,0.949999988079071,0.0005569684435613453
15,252,-1073.539306640625,4.519789695739746,0.07838733494281769,1.4069194793701172,-0.01985182985663414,0.04075699672102928,-0.0023365020751953125,0.0939471647143364,0.12800022959709167,0.49794596433639526,0.34371572732925415,0.06930828839540482,-1.396728515625,0.9950150847434998,0.1455022245645523,0.0,1.0,0.0
16,253,-1071.4134521484375,4.496020317077637,-0.06359725445508957,1.4802285432815552,0.0033463062718510628,0.006833481136709452,3.28599214553833,-0.007892842404544353,-0.012363959103822708,-0.06231999769806862,-0.1502630114555359,0.04957788437604904,-0.00045776370097883046,0.14923962950706482,0.026853015646338463,0.0,0.949999988079071,0.0005922956624999642
16,252,-1073.44091796875,4.52044153213501,0.07850971072912216,1.4894001483917236,-0.012700487859547138,0.029489628970623016,3.1825661659240723,0.11499542742967606,-0.4227831959724426,0.33932197093963623,0.2571749687194824,0.031840935349464417,-1.4254150390625,0.9716967940330505,0.14868947863578796,0.0,1.0,0.0
17,253,-1071.300537109375,4.496119499206543,-0.06318832188844681,1.7054401636123657,0.002936993958428502,0.00584266846999526,3.1599879264831543,-0.0035611214116215706,-0.01584785059094429,-0.03974956274032593,-0.13952627778053284,0.07923445105552673,0.0029676908161491156,0.15951906144618988,0.03177037462592125,0.0,0.949999988079071,0.0005922956624999642
17,252,-1073.3109130859375,4.520790100097656,0.07856124639511108,1.7411924600601196,-0.004505516961216927,0.011235358193516731,3.1043529510498047,0.0936816930770874,-0.12356061488389969,0.18608123064041138,0.09857036173343658,-0.013618331402540207,-1.445556640625,0.9595254063606262,0.14865082502365112,0.0,1.0,0.0
18,253,-1071.1915283203125,4.496204376220703,-0.06289634853601456,1.8912614583969116,0.0024102714378386736,0.004815069958567619,3.053593635559082,-0.004219473339617252,-0.017409073188900948,-0.028304623439908028,-0.11332686245441437,0.07955694198608398,0.004940169397741556,0.1670117825269699,0.03661879152059555,0.0,0.949999988079071,0.0002689162502065301
18,252,-1073.219482421875,4.520867824554443,0.07858329266309738,1.8942612409591675,-0.00012021582369925454,0.007273790892213583,3.032529354095459,0.08473604917526245,-0.05489695072174072,0.10000328719615936,0.062164057046175,-0.033339764922857285,-1.452239990234375,0.9558097720146179,0.1472495198249817,0.0,1.0,0.0
19,253,-1071.050537109375,4.49630069732666,-0.06263015419244766,2.100517988204956,0.002135633723810315,0.0035781129263341427,2.9433488845825195,-0.0014659017324447632,-0.017071444541215897,-0.017077429220080376,-0.07910804450511932,0.07764393091201782,0.006448656786233187,0.17357559502124786,0.042146578431129456,0.0,0.949999988079071,0.00011291200644336641
19,252,-1073.0787353515625,4.520844459533691,0.07861576229333878,2.1025094985961914,0.005352355539798737,0.005240679252892733,2.932572364807129,0.07407865673303604,-0.015608174726366997,-0.00796341523528099,0.04170658811926842,-0.0547071248292923,-1.4548646211624146,0.9524083733558655,0.14399662613868713,0.0,1.0,0.0
20,253,-1070.895263671875,4.496405601501465,-0.062437742948532104,2.30265212059021,0.0020117831882089376,0.0024901190772652626,2.847909927368164,-0.0013315817341208458,-0.014095054939389229,-0.009112714789807796,-0.04831051081418991,0.07570446282625198,0.007293460890650749,0.17784444987773895,0.04754924774169922,0.0,0.949999988079071,-2.1494191969395615e-05
20,252,-1072.9002685546875,4.520664691925049,0.07865890115499496,2.33237624168396,0.01078247744590044,0.0047502899542450905,2.829313278198242,0.06362469494342804,-0.002155965194106102,-0.11578889191150665,0.03465704619884491,-0.07448814809322357,-1.449249267578125,0.9494304060935974,0.13880380988121033,0.0,1.0,0.0
21,253,-1070.7510986328125,4.496502876281738,-0.06232253834605217,2.47101092338562,0.0020021714735776186,0.001722422894090414,2.777433395385742,-0.0013097887858748436,-0.011941278353333473,-0.0042169480584561825,-0.026791078969836235,0.07386383414268494,0.007651117164641619,0.17996181547641754,0.05204540491104126,0.0,0.949999988079071,-0.00011192191595910117
21,252,-1072.7545166015625,4.520441055297852,0.07869430631399155,2.4997458457946777,0.014334820210933685,0.004731981083750725,2.7622461318969727,0.0563804991543293,0.000422867015004158,-0.18666397035121918,0.03285389021039009,-0.0866468995809555,-1.439789056777954,0.9474018216133118,0.134059339761734,0.0,1.0,0.0
22,253,-1070.5435791015625,4.496649742126465,-0.062224652618169785,2.68953537940979,0.0022172126919031143,0.0009502458851784468,2.698206901550293,0.003925268538296223,-0.007883448153734207,0.0007719114073552191,-0.005643300246447325,0.07351545989513397,0.007755075115710497,0.181102454662323,0.05790780857205391,0.0,0.949999988079071,-0.00011192191595910117
22,252,-1072.572021484375,4.520103931427002,0.0787367969751358,2.6903488636016846,0.017957735806703568,0.004738010931760073,2.695012092590332,0.048351846635341644,-9.941868484020233e-05,-0.25861090421676636,0.03153783828020096,-0.09793145209550858,-1.4237977266311646,0.9451137185096741,0.1277896910905838,0.0,1.0,0.0
23,253,-1070.3765869140625,4.49677038192749,-0.0621824637055397,2.849654197692871,0.002261608839035034,0.0005462967092171311,2.6485681533813477,0.003755255602300167,-0.005672994069755077,0.002043940592557192,0.005039085168391466,0.07047241181135178,0.007679884321987629,0.18104781210422516,0.06218148022890091,0.0,0.949999988079071,-0.000223568596993573
23,252,-1072.405029296875,4.5197601318359375,0.07877235114574432,2.8503005504608154,0.020622529089450836,0.004688129760324955,2.6462316513061523,0.04182029515504837,-0.00047939829528331757,-0.31218743324279785,0.030256642028689384,-0.10616648942232132,-1.4063720703125,0.9432286024093628,0.12189572304487228,0.0,1.0,0.0
24,253,-1070.169677734375,4.496907711029053,-0.062156371772289276,3.033048391342163,0.002169206505641341,0.00021411129273474216,2.599668502807617,0.0034111319109797478,-0.0038140248507261276,0.0022224339190870523,0.012877363711595535,0.0626559779047966,0.007574482820928097,0.1803511381149292,0.06672297418117523,0.0,0.949999988079071,-0.0004136323696002364
24,252,-1072.1676025390625,4.519235610961914,0.07881778478622437,3.0594608783721924,0.02358470857143402,0.004500857088714838,2.591419219970703,0.03359261900186539,-0.0038506928831338882,-0.3723560869693756,0.02809995785355568,-0.1145409345626831,-1.3785706758499146,0.9408448338508606,0.11343774944543839,0.0,1.0,0.0
25,253,-1069.917724609375,4.497082233428955,-0.062146756798028946,3.2388908863067627,0.0024139443412423134,-2.1119569282745942e-05,2.553677558898926,0.004507973790168762,-0.0024910306092351675,0.003509501926600933,0.017235390841960907,0.05966760218143463,0.007340321782976389,0.17910121381282806,0.07157231867313385,0.0,0.949999988079071,-0.00046265992568805814
25,252,-1071.9462890625,4.518737316131592,0.07885249704122543,3.2392709255218506,0.025656623765826225,0.004286662675440311,2.552342414855957,0.02679973840713501,-0.004364177584648132,-0.41519787907600403,0.026228684931993484,-0.11899527907371521,-1.3507386445999146,0.9388914108276367,0.10568293184041977,0.0,1.0,0.0
26,253,-1069.683837890625,4.49705171585083,-0.06215064972639084,3.41628098487854,-0.0014096505474299192,-0.00012648441770579666,2.520298957824707,-0.02079783007502556,-0.0015399848343804479,-0.014591864310204983,0.018709821626544,-0.016722869127988815,0.008095603436231613,0.1779264211654663,0.072636179625988,0.0,0.949999988079071,-0.0022217300720512867
26,252,-1071.7125244140625,4.518133640289307,0.07887721806764603,3.416531562805176,0.02716061845421791,0.0039216927252709866,2.5199174880981445,0.021466054022312164,-0.00264081172645092,-0.4498083293437958,0.02305111289024353,-0.13279688358306885,-1.3199158906936646,0.9370062947273254,0.09722563624382019,0.0,1.0,0.0
27,253,-1069.43798828125,4.4970269203186035,-0.06216422840952873,3.5672192573547363,0.0007175527280196548,-0.0007288042106665671,0.48007965087890625,0.01911432482302189,-0.04469715803861618,0.008528194390237331,0.03253908455371857,-0.004625806584954262,0.008166990242898464,0.17647841572761536,0.07175589352846146,0.0,0.949999988079071,-0.0009926229249686003
27,252,-1071.430908203125,4.517497539520264,0.07890525460243225,3.568687915802002,0.028256453573703766,0.011308696120977402,0.031948089599609375,-0.0013357028365135193,0.3444555103778839,-0.46908268332481384,0.08874177187681198,-0.11604254692792892,-1.282989263534546,0.9340624809265137,0.08772661536931992,0.0,1.0,0.0
28,253,-1069.153076171875,4.497142791748047,-0.06233962997794151,3.563485622406006,0.001152859185822308,-0.0033360139932483435,-0.04515647888183594,0.0021920655854046345,-0.018383609130978584,0.012327402830123901,0.09903216361999512,-0.047857239842414856,0.007272262591868639,0.17034490406513214,0.06896728277206421,0.0,0.949999988079071,-0.0009021267760545015
28,252,-1071.1461181640625,4.517025947570801,0.07892997562885284,3.5673251152038574,0.028192171826958656,0.02284996025264263,-0.035691261291503906,-0.0003980472683906555,0.04685446619987488,-0.48925891518592834,0.19131384789943695,-0.09497348219156265,-1.244537353515625,0.9210987687110901,0.08019203692674637,0.0,1.0,0.0
29,253,-1068.8994140625,4.497256278991699,-0.0625012218952179,3.6968417167663574,0.0012974621495231986,-0.0015612689312547445,2.421736717224121,0.003681913949549198,0.029220933094620705,0.010562523268163204,0.047697991132736206,-0.0014156964607536793,0.0064648790284991264,0.16508565843105316,0.067206971347332,0.0,0.949999988079071,-0.0008200145093724132
29,252,-1070.853515625,4.5164570808410645,0.07893836498260498,3.7453083992004395,0.028957489877939224,0.004843209870159626,2.36818790435791,0.005478039383888245,-0.13182316720485687,-0.5080467462539673,0.0338192917406559,-0.11530763655900955,-1.204193353652954,0.9136607050895691,0.07229337841272354,0.0,1.0,0.0
30,253,-1068.595458984375,4.497384548187256,-0.06254401803016663,3.8864169120788574,0.0014303707284852862,-5.332328146323562e-05,2.3376941680908203,-0.007898430339992046,0.012207644991576672,0.005571308080106974,0.00781822670251131,0.022557146847248077,0.005812813527882099,0.16328932344913483,0.06844444572925568,0.0,0.949999988079071,-0.0009479350410401821
30,252,-1070.6241455078125,4.515960216522217,0.07894302159547806,3.8860080242156982,0.029034029692411423,0.00040937415906228125,2.3301124572753906,-0.002056919038295746,-0.04414631053805351,-0.5084191560745239,-0.005123615264892578,-0.12044882029294968,-1.1736754179000854,0.9131416082382202,0.06564733386039734,0.0,1.0,0.0
31,253,-1068.3575439453125,4.497469902038574,-0.06252967566251755,4.0252909660339355,0.0014193649403750896,0.0004056817851960659,2.2994041442871094,0.002168607898056507,0.004924598149955273,0.002414555521681905,-0.005483674351125956,0.023050909861922264,0.005609604995697737,0.16333714127540588,0.06981699913740158,0.0,0.949999988079071,-0.0009479350410401821
31,252,-1070.345703125,4.515365123748779,0.07894580811262131,4.047652721405029,0.028757387772202492,-0.0009884174214676023,2.293682098388672,-0.005858764052391052,-0.009137991815805435,-0.5036464929580688,-0.016649171710014343,-0.11961933970451355,-1.1382750272750854,0.9140431880950928,0.057771358639001846,0.0,1.0,0.0
32,253,-1068.1112060546875,4.497554302215576,-0.06250099092721939,4.16211462020874,0.001444100751541555,0.0005526771419681609,2.2672176361083984,0.0009896233677864075,0.0010426330845803022,0.00041883555240929127,-0.011536232195794582,0.020544422790408134,0.005537542048841715,0.16390404105186462,0.07113365828990936,0.0,0.949999988079071,-0.0010124733671545982
32,252,-1070.139892578125,4.514947891235352,0.07894447445869446,4.161607265472412,0.028371240943670273,-0.0010372420074418187,2.2691726684570312,-0.008616223931312561,0.0023513566702604294,-0.49867433309555054,-0.01626429334282875,-0.11679526418447495,-1.113219976425171,0.9148696660995483,0.052271462976932526,0.0,1.0,0.0
33,253,-1067.8135986328125,4.497657299041748,-0.062466125935316086,4.319421291351318,0.0016033113934099674,0.0005032724584452808,2.232503890991211,0.002664059866219759,-0.0026876863557845354,-4.244886804372072e-05,-0.013383300974965096,0.018295682966709137,0.005534329451620579,0.16480562090873718,0.07247070968151093,0.0,0.949999988079071,-0.0010079849744215608
33,252,-1069.84228515625,4.514387130737305,0.07893550395965576,4.319076061248779,0.027639398351311684,-0.0006840097485110164,2.234935760498047,-0.01173354685306549,0.005524279549717903,-0.4879858195781708,-0.011791827157139778,-0.11094070971012115,-1.078704833984375,0.9158121943473816,0.044872768223285675,0.0,1.0,0.0
34,253,-1067.4598388671875,4.497790336608887,-0.062434613704681396,4.496309280395508,0.0018148281378671527,0.00036689359694719315,2.194643020629883,0.002633151598274708,-0.002184024080634117,-8.565187454223633e-05,-0.011948208324611187,0.01681068167090416,0.005543486215174198,0.1658233255147934,0.0738636925816536,0.0,0.949999988079071,-0.0010053960140794516
34,252,-1069.4432373046875,4.51371431350708,0.07891444861888885,4.518050670623779,0.02641241066157818,-7.910058047855273e-05,2.1917343139648438,-0.015040114521980286,0.006126105319708586,-0.46929606795310974,-0.005268476903438568,-0.10223833471536636,-1.035674810409546,0.9164952039718628,0.03600570559501648,0.0,1.0,0.0
35,253,-1067.04541015625,4.497960567474365,-0.06241348013281822,4.691766738891602,0.0020558214746415615,0.00019040206097997725,2.153635025024414,0.0030628638342022896,-0.0018903941381722689,9.748725278768688e-05,-0.008378339000046253,0.015558267943561077,0.005547189619392157,0.16673174500465393,0.07530754804611206,0.0,0.949999988079071,-0.000996502349153161
35,252,-1069.0269775390625,4.5131025314331055,0.07888999581336975,4.713229179382324,0.024931373074650764,0.00042724929517135024,2.149820327758789,-0.017429329454898834,0.0021328043658286333,-0.4453743100166321,-3.308372833998874e-05,-0.0927114263176918,-0.9945985674858093,0.9166796207427979,0.027931390330195427,0.0,1.0,0.0
36,253,-1066.7593994140625,4.498086929321289,-0.06240691989660263,4.820056438446045,0.0022177468053996563,8.669233648106456e-05,2.1270751953125,0.0025758054107427597,-0.0017460661474615335,0.0002454441855661571,-0.005784518085420132,0.014914607629179955,0.005535873584449291,0.16714155673980713,0.07622002065181732,0.0,0.949999988079071,-0.000996502349153161
36,252,-1068.7879638671875,4.512791633605957,0.07887687534093857,4.820077419281006,0.024018757045269012,0.0006586934323422611,2.1282196044921875,-0.018691271543502808,0.004648254252970219,-0.430225133895874,0.002245477866381407,-0.08715678751468658,-0.9727781414985657,0.9165908694267273,0.023811277002096176,0.0,1.0,0.0
37,253,-1066.4161376953125,4.4980363845825195,-0.062405623495578766,4.967740535736084,-0.001410617958754301,-1.2279329894226976e-05,2.0969390869140625,-0.021501153707504272,-0.0012881513684988022,-0.015701813623309135,-0.0029498061630874872,-0.052284568548202515,0.006523836869746447,0.16743524372577667,0.07419468462467194,0.0,0.949999988079071,-0.0021648292895406485
37,252,-1068.394775390625,4.512237548828125,0.07885612547397614,4.988731384277344,0.0223330520093441,0.0009528068476356566,2.093219757080078,-0.019912421703338623,0.003189110429957509,-0.4045189321041107,0.0051014842465519905,-0.08921503275632858,-0.939178466796875,0.916269838809967,0.017106037586927414,0.0,1.0,0.0
38,253,-1066.0623779296875,4.498032569885254,-0.0622168704867363,5.1133713722229,0.000694146438036114,0.0027161668986082077,2.0635128021240234,0.012294278480112553,-0.04776846617460251,0.005308765452355146,-0.0011659779120236635,-0.028065655380487442,0.006639611907303333,0.1675581932067871,0.07134390622377396,0.0,0.949999988079071,-0.0012106106150895357
38,252,-1068.039794921875,4.511865615844727,0.0790562778711319,5.134233474731445,0.021089812740683556,0.0036145816557109356,2.064085006713867,-0.019940175116062164,-0.0676380917429924,-0.38177749514579773,0.007973231375217438,-0.07204540818929672,-0.9119569063186646,0.91527259349823,0.012135866098105907,0.0,1.0,0.0
39,253,-1065.6458740234375,4.49813175201416,-0.06211608648300171,5.277442455291748,0.0012561753392219543,0.0004413749265950173,2.034282684326172,0.0052696093916893005,-0.017924435436725616,0.00661333417519927,0.001579567906446755,-0.01133895292878151,0.006143788807094097,0.16754452884197235,0.0698656439781189,0.0,0.949999988079071,-0.0010940285865217447
39,252,-1067.6746826171875,4.511530876159668,0.07912898808717728,5.277476787567139,0.019609889015555382,0.001428011804819107,2.034473419189453,-0.022080354392528534,-0.014038453809916973,-0.3553341329097748,0.004475841298699379,-0.06630611419677734,-0.8862914443016052,0.914910614490509,0.007718147709965706,0.0,1.0,0.0
40,253,-1065.216552734375,4.498251438140869,-0.06212196126580238,5.438997268676758,0.0012855255044996738,-0.0003567081585060805,2.005338668823242,-0.002218259032815695,-0.005604422651231289,0.003047165460884571,0.003848868189379573,-0.006841081194579601,0.00575095834210515,0.16731230914592743,0.06927590817213058,0.0,0.949999988079071,-0.0011624291073530912
40,252,-1067.2452392578125,4.511180877685547,0.07912258058786392,5.439082622528076,0.0178031325340271,0.0009351980406790972,2.0062923431396484,-0.02268124371767044,-0.0004224013537168503,-0.3236418664455414,0.0067969984374940395,-0.06011326611042023,-0.8592528104782104,0.9144666790962219,0.003131307428702712,0.0,1.0,0.0
41,253,-1064.7742919921875,4.498358726501465,-0.062161482870578766,5.598123550415039,0.0012587092351168394,-0.0005752226570621133,1.9759654998779297,0.00010938383638858795,-0.0010769872460514307,0.0013962399680167437,0.005084238480776548,-0.008579823188483715,0.005596121307462454,0.1669434756040573,0.06864958256483078,0.0,0.949999988079071,-0.0011624291073530912
41,252,-1066.746826171875,4.510836601257324,0.07908531278371811,5.617992401123047,0.015755653381347656,0.0009594453731551766,1.9729137420654297,-0.022770091891288757,0.0015793310012668371,-0.28658559918403625,0.008979310281574726,-0.051268335431814194,-0.832000732421875,0.9137290120124817,-0.0014038084773346782,0.0,1.0,0.0
42,253,-1064.3192138671875,4.4984822273254395,-0.062206268310546875,5.754887104034424,0.0015876764664426446,-0.0005625328049063683,1.9467830657958984,0.001986499410122633,0.0017252052202820778,0.002174927154555917,0.005607386585325003,-0.004971505142748356,0.005426366813480854,0.1665063351392746,0.06812944263219833,0.0,0.949999988079071,-0.0010731712682172656
42,252,-1066.2901611328125,4.510594367980957,0.07905036956071854,5.77449369430542,0.013956908136606216,0.0010364645859226584,1.9434452056884766,-0.02244403585791588,-0.0003250548616051674,-0.25372549891471863,0.00976001936942339,-0.042069628834724426,-0.8105468153953552,0.9129776954650879,-0.004730223678052425,0.0,1.0,0.0
43,253,-1063.7926025390625,4.498642921447754,-0.062252502888441086,5.928491592407227,0.0018262857338413596,-0.00049488281365484,1.9147872924804688,0.001891131978482008,-0.0003550550900399685,0.0018247142434120178,0.005785685032606125,-0.0023629486095160246,0.005248974543064833,0.1659940779209137,0.06780647486448288,0.0,0.949999988079071,-0.0010322793386876583
